,age,path,split
0,29.928174491920227,AgeDB/11706_OliviaHussey_31_f.jpg,train
1,59.0,AgeDB/11684_MireilleDarc_59_f.jpg,val
2,43.73847915516708,AgeDB/7955_GilbertRoland_44_m.jpg,train
3,61.0,AgeDB/9352_GeorgesMarchal_61_m.jpg,val
4,28.0,AgeDB/3888_TomasMilian_28_m.jpg,val
5,8.0,AgeDB/16107_DannyGlover_8_m.jpg,test
6,33.222686693333266,AgeDB/13784_ThelmaRitter_34_f.jpg,train
7,73.47771171369381,AgeDB/9945_AliMacGraw_74_f.jpg,train
8,25.0,AgeDB/12634_HedyLamarr_25_f.jpg,val
9,62.047913708459376,AgeDB/15404_JanePowell_62_f.jpg,train
10,3.703354867915591,AgeDB/13911_BettyGrable_4_f.jpg,train
11,57.0,AgeDB/9901_RoseMarie_57_f.jpg,test
12,35.0,AgeDB/4087_DickVanDyke_35_m.jpg,test
13,60.83406827182534,AgeDB/3876_SteveMartin_61_m.jpg,train
14,40.0,AgeDB/1844_TomJones_40_m.jpg,val
15,23.872861577407512,AgeDB/13324_AvaGardner_24_f.jpg,train
16,30.468585995177865,AgeDB/10113_JaneFonda_31_f.jpg,train
17,49.36942814421027,AgeDB/9119_MarlonBrando_50_m.jpg,train
18,39.55854136860388,AgeDB/4062_ClintWalker_39_m.jpg,train
19,68.0,AgeDB/15141_CatherineSchell_68_f.jpg,test
20,52.0,AgeDB/12473_AnnaMassey_52_f.jpg,test
21,54.8093916649014,AgeDB/4760_MichelPiccoli_54_m.jpg,train
22,43.1624590863324,AgeDB/13206_MichellePfeiffer_42_f.jpg,train
23,36.76125496030445,AgeDB/9578_MarcelloMastroianni_36_m.jpg,train
24,23.846473306020712,AgeDB/10244_LivUllmann_24_f.jpg,train
25,16.0,AgeDB/718_RonaldReagan_16_m.jpg,test
26,69.90895975438293,AgeDB/3471_LeslieCaron_70_m.jpg,train
27,36.40138377015859,AgeDB/4536_DustinHoffman_37_m.jpg,train
28,57.203939892703936,AgeDB/5080_AnthonyHopkins_56_m.jpg,train
29,46.40108691996281,AgeDB/4100_DickVanDyke_46_m.jpg,train
30,33.04746490106194,AgeDB/11707_OliviaHussey_33_f.jpg,train
31,43.6449443023413,AgeDB/5673_RayDanton_45_m.jpg,train
32,67.0371816044787,AgeDB/2445_ChevyChase_67_m.jpg,train
33,45.671280333896775,AgeDB/6612_LouCostello_45_m.jpg,train
34,47.178905407306246,AgeDB/10356_AnitaEkberg_47_f.jpg,train
35,27.70854127150847,AgeDB/1871_AlanYoung_28_m.jpg,train
36,54.01555816412956,AgeDB/15269_DyanCannon_53_f.jpg,train
37,66.4185046199347,AgeDB/9975_ElkeSommer_67_f.jpg,train
38,66.84407405126402,AgeDB/7776_AlbertoSordi_67_m.jpg,train
39,52.00809259617856,AgeDB/13156_JaneWyman_52_f.jpg,train
40,47.40227484075396,AgeDB/2308_SamNeill_49_m.jpg,train
41,57.25400757592821,AgeDB/1271_IlyaPrigogine_57_m.jpg,train
42,68.0,AgeDB/697_GeorgeHWBush_68_m.jpg,val
43,59.0,AgeDB/15061_BettyGarrett_59_f.jpg,test
44,33.576511532947244,AgeDB/3722_RogerAllam_34_m.jpg,train
45,59.0,AgeDB/3587_MichaelYork_59_m.jpg,val
46,52.86990990002512,AgeDB/16125_SamuelJacksonn_52_m.jpg,train
47,24.58198776979923,AgeDB/9672_MegRyan_25_f.jpg,train
48,25.750391101866853,AgeDB/2871_SamElliott_26_m.jpg,train
49,35.80492926329472,AgeDB/12657_IsabelleHuppert_37_f.jpg,train
50,49.91873375259755,AgeDB/13196_MichellePfeiffer_49_f.jpg,train
51,44.0,AgeDB/15872_StВphaneAudran_44_f.jpg,test
52,34.166802299751375,AgeDB/789_akistsoxatzopoulos_35_m.jpg,train
53,46.05364688890201,AgeDB/5131_ArmandAssante_47_m.jpg,train
54,61.23135724406614,AgeDB/3825_StacyKeach_62_m.jpg,train
55,77.26862746714438,AgeDB/4005_BurtReynolds_78_m.jpg,train
56,68.29553898826167,AgeDB/7049_DavidNiven_69_m.jpg,train
57,44.382954100100676,AgeDB/11038_EmmaThompson_44_f.jpg,train
58,68.0223266404773,AgeDB/10363_AnitaEkberg_67_f.jpg,train
59,64.34190896300947,AgeDB/8777_AlecGuinness_63_m.jpg,train
60,32.22677980906886,AgeDB/6580_LexBarker_33_m.jpg,train
61,38.0,AgeDB/6452_JohnVernon_38_m.jpg,val
62,34.47320879327624,AgeDB/9921_AliMacGraw_35_f.jpg,train
63,72.0,AgeDB/2486_ClaudeRich_72_m.jpg,val
64,40.431246392618775,AgeDB/13674_LilliPalmer_40_f.jpg,train
65,38.24728297561234,AgeDB/8499_AlejandroRey_39_m.jpg,train
66,46.82181149992612,AgeDB/13107_GretaGarbo_47_f.jpg,train
67,39.50386225741105,AgeDB/5558_PatrickStewart_39_m.jpg,train
68,50.0,AgeDB/8147_LorneGreene_50_m.jpg,test
69,52.0,AgeDB/5292_JackNicolson_52_m.jpg,test
70,19.0,AgeDB/12544_AlikiBoug_19_f.jpg,val
71,44.46814288852613,AgeDB/9280_BurtLancaster_44_m.jpg,train
72,33.95540995323625,AgeDB/9338_GeorgesMarchal_33_m.jpg,train
73,81.0,AgeDB/15698_KathrynGrayson_81_f.jpg,val
74,37.787747432072685,AgeDB/12420_AngieDickinson_38_f.jpg,train
75,18.0,AgeDB/11354_VirnaLisi_18_f.jpg,val
76,39.36486398546846,AgeDB/14184_GeraldinePage_40_f.jpg,train
77,29.530046506654084,AgeDB/6782_RowanAtkinson_29_m.jpg,train
78,39.0,AgeDB/11670_MireilleDarc_39_f.jpg,test
79,56.0,AgeDB/8847_ArnoldSchwarzenegger_56_m.jpg,val
80,81.0,AgeDB/278_PabloPicasso_81_m.jpg,val
81,41.0,AgeDB/3216_EliWallach_41_m.jpg,val
82,57.034382150734196,AgeDB/2898_SamElliott_58_m.jpg,train
83,23.88606849560818,AgeDB/11300_SophiaLoren_26_f.jpg,train
84,54.20469209809863,AgeDB/4072_ClintWalker_54_m.jpg,train
85,59.28930552536267,AgeDB/5786_BenGazzara_59_m.jpg,train
86,64.53689008021526,AgeDB/2631_JamesWoods_64_m.jpg,train
87,43.0,AgeDB/1196_ErnestRutherford_43_m.jpg,val
88,76.61815420868751,AgeDB/10986_DonnaDouglas_75_f.jpg,train
89,86.23260182899585,AgeDB/2130_MelBrooks_86_m.jpg,train
90,48.0,AgeDB/13290_AmandaRedman_48_f.jpg,val
91,19.67132490432601,AgeDB/76_PaulAnka_19_m.jpg,train
92,34.0,AgeDB/7910_GeorgePeppard_34_m.jpg,val
93,46.0,AgeDB/9729_DorisDay_46_f.jpg,test
94,37.68303062420636,AgeDB/734_RonaldReagan_38_m.jpg,train
95,73.0,AgeDB/4156_GenaRowlands_73_m.jpg,val
96,31.0679951276375,AgeDB/4929_StevenBerkoff_31_m.jpg,train
97,77.0,AgeDB/13513_GladysCooper_77_f.jpg,test
98,44.3750060848864,AgeDB/3431_KevinSpacey_44_m.jpg,train
99,62.591691180916754,AgeDB/4201_HarveyKeitel_62_m.jpg,train
100,24.0,AgeDB/14273_JoanCrawford_24_f.jpg,test
101,32.50671238010464,AgeDB/8582_DavidCarradine_32_m.jpg,train
102,70.65663513300134,AgeDB/12432_AngieDickinson_70_f.jpg,train
103,36.37881745706257,AgeDB/2370_AlainDelon_35_m.jpg,train
104,56.34611205763181,AgeDB/5359_JohnDerek_54_m.jpg,train
105,51.6276997924097,AgeDB/6354_JamesArness_53_m.jpg,train
106,50.13639681558058,AgeDB/12007_CybillShepherd_50_f.jpg,train
107,49.683123446577525,AgeDB/16459_Tyson_50_f.jpg,train
108,35.89332865794769,AgeDB/3601_MikeConnors_37_m.jpg,train
109,68.0,AgeDB/3595_MichaelYork_68_m.jpg,test
110,60.72567888568598,AgeDB/7883_FredAstaire_59_m.jpg,train
111,64.99499281622923,AgeDB/5312_JackLemon_65_m.jpg,train
112,19.0,AgeDB/2133_MelGibson_19_m.jpg,val
113,35.70628503900833,AgeDB/16070_WillSmith _36_m.jpg,train
114,67.39351459243355,AgeDB/8028_HenryFonda_68_m.jpg,train
115,21.0,AgeDB/882_WinstonChurchill_21_m.jpg,val
116,22.0,AgeDB/15994_MuhammadAli_22_m.jpg,val
117,27.065091964037272,AgeDB/211_ElvisPresley_25_m.jpg,train
118,29.0,AgeDB/4613_JamesGarner_29_m.jpg,test
119,37.20694868269093,AgeDB/8112_LeslieNielsen_38_m.jpg,train
120,40.143233735076144,AgeDB/6139_DanaAndrews_41_m.jpg,train
121,36.429484188775724,AgeDB/5305_JackLemon_35_m.jpg,train
122,44.261130229921406,AgeDB/7188_JohnWayne_43_m.jpg,train
123,29.614084197024777,AgeDB/9421_Thanasisveggos_29_m.jpg,train
124,56.33007343279796,AgeDB/5613_PeterFalk_58_m.jpg,train
125,61.73495927178292,AgeDB/8155_LorneGreene_61_m.jpg,train
126,71.23696860139839,AgeDB/3713_RingoStarr_70_m.jpg,train
127,52.0,AgeDB/3737_RogerAllam_52_m.jpg,val
128,38.12816126825948,AgeDB/12444_AngieDickinson_40_f.jpg,train
129,31.907533703021844,AgeDB/6675_PeterGraves_31_m.jpg,train
130,28.0,AgeDB/10403_BarbaraBain_28_f.jpg,val
131,79.56057343355593,AgeDB/8871_CharltonHeaston_79_m.jpg,train
132,44.0,AgeDB/2584_GeneWilder_44_m.jpg,test
133,80.0,AgeDB/6207_DickieMoore_80_m.jpg,val
134,58.772516385113235,AgeDB/15515_JeanetteMacDonald_60_f.jpg,train
135,85.25323702075934,AgeDB/7664_TonyCurtis_84_m.jpg,train
136,73.51574897974022,AgeDB/5581_PatrickStewart_71_m.jpg,train
137,51.88036903248713,AgeDB/15609_KateOMara_53_f.jpg,train
138,42.0,AgeDB/13421_DanielleDarrieux_42_f.jpg,test
139,52.446214672748965,AgeDB/12963_CatherineDeneuve_53_f.jpg,train
140,69.1468662438985,AgeDB/5243_DavidMcCallum_69_m.jpg,train
141,13.815226152772004,AgeDB/3483_MarisaPavan_14_m.jpg,train
142,60.48177212616277,AgeDB/2478_ClaudeRich_61_m.jpg,train
143,39.49960543980437,AgeDB/251_TheodorakisMikis_40_m.jpg,train
144,71.0,AgeDB/2344_AbeVigoda_71_m.jpg,val
145,40.87422754354518,AgeDB/4655_JeffGoldblum_40_m.jpg,train
146,66.4304784086244,AgeDB/3656_OmarSharif_67_m.jpg,train
147,72.91613275769078,AgeDB/12047_DebbieReynolds_73_f.jpg,train
148,62.0,AgeDB/3125_ChuckNorris_62_m.jpg,test
149,38.219714874548615,AgeDB/12659_IsabelleHuppert_39_f.jpg,train
150,32.54500619135742,AgeDB/14898_KatharineHepburn_34_f.jpg,train
151,37.06689891870133,AgeDB/15541_JulieBishop_38_f.jpg,train
152,30.0,AgeDB/14278_JoanCrawford_30_f.jpg,val
153,64.65422902833234,AgeDB/4772_MichelPiccoli_65_m.jpg,train
154,76.0,AgeDB/5796_BenGazzara_76_m.jpg,test
155,67.0,AgeDB/7558_RobertMorley_67_m.jpg,val
156,35.94617758584532,AgeDB/14372_LorettaYoung_37_f.jpg,train
157,32.0,AgeDB/14434_OliviadeHavilland_32_f.jpg,val
158,39.0,AgeDB/14723_MarleneDietrich_39_f.jpg,val
159,50.11818870442836,AgeDB/8592_DavidCarradine_51_m.jpg,train
160,69.86174710541397,AgeDB/5912_HowardKeel_70_m.jpg,train
161,62.27396981564199,AgeDB/1104_CharlesDarwin_62_m.jpg,train
162,35.16840606944241,AgeDB/13192_MichellePfeiffer_35_f.jpg,train
163,29.51468897976217,AgeDB/5347_JohnDerek_30_m.jpg,train
164,80.0,AgeDB/7241_JosephCotten_80_m.jpg,val
165,49.062850107739976,AgeDB/15605_KateOMara_49_f.jpg,train
166,59.84505468028493,AgeDB/7332_LinoVentura_59_m.jpg,train
167,94.66893679084862,AgeDB/1301_RitaLeviMontalcini_96_f.jpg,train
168,37.585515262608126,AgeDB/14962_AmandaBlake_38_f.jpg,train
169,23.45805980187628,AgeDB/16411_Ross_24_f.jpg,train
170,30.440364394114386,AgeDB/92_PaulAnka_29_m.jpg,train
171,56.794354966612175,AgeDB/10206_JulieAdams_57_f.jpg,train
172,56.83723422501603,AgeDB/5933_JackLarson_57_m.jpg,train
173,48.624838063152225,AgeDB/15505_JeanetteMacDonald_47_f.jpg,train
174,43.919842600027884,AgeDB/16425_Turner_44_f.jpg,train
175,29.0,AgeDB/15251_DyanCannon_29_f.jpg,val
176,27.81722620742225,AgeDB/12254_JoanneWoodward_26_f.jpg,train
177,60.34176114498811,AgeDB/14135_SusannahYork_60_f.jpg,train
178,40.9611384355661,AgeDB/2059_JonVoight_41_m.jpg,train
179,59.0,AgeDB/8740_RichardAttenborough_59_m.jpg,test
180,37.12179123900308,AgeDB/2722_KevinBacon_38_m.jpg,train
181,47.42969400988162,AgeDB/7142_JeanPaulBelmondo_48_m.jpg,train
182,66.0,AgeDB/2482_ClaudeRich_66_m.jpg,test
183,28.33456764016276,AgeDB/11119_JuneLockhart_28_f.jpg,train
184,31.0,AgeDB/14063_JudyHolliday_31_f.jpg,test
185,34.96281714613233,AgeDB/6583_LexBarker_36_m.jpg,train
186,77.0125027179744,AgeDB/1163_AlbertSchweitzer_75_m.jpg,train
187,24.0,AgeDB/9236_VittorioGassman_24_m.jpg,val
188,20.821593446953287,AgeDB/8517_CharlesBronson_21_m.jpg,train
189,25.922653600058002,AgeDB/10721_MaggieSmith_24_f.jpg,train
190,27.698997817049335,AgeDB/15465_JeanetteMacDonald_29_f.jpg,train
191,81.00201907560741,AgeDB/613_Gorbachev_82_m.jpg,train
192,66.0,AgeDB/690_GeorgeHWBush_66_m.jpg,test
193,59.0,AgeDB/15652_KatharineRoss_59_f.jpg,val
194,16.0,AgeDB/9565_MarcelloMastroianni_16_m.jpg,val
195,33.220122083975774,AgeDB/11050_JeanneMoreau_32_f.jpg,train
196,30.34406290567092,AgeDB/7750_AlbertoSordi_30_m.jpg,train
197,30.704757753270588,AgeDB/13275_AmandaRedman_31_f.jpg,train
198,73.31871361222427,AgeDB/878_WinstonChurchill_72_m.jpg,train
199,61.22005056052258,AgeDB/10876_SusanGeorge_61_f.jpg,train
200,34.0,AgeDB/6601_LouCostello_34_m.jpg,test
201,59.36851557257748,AgeDB/10523_FayeDunaway_59_f.jpg,train
202,24.71483873786983,AgeDB/3976_BurtReynolds_26_m.jpg,train
203,34.35647520736365,AgeDB/3164_DerekJacobi_34_m.jpg,train
204,29.863479696152492,AgeDB/6437_JoanLorring_30_m.jpg,train
205,44.84062991436908,AgeDB/13601_JeanPeters_45_f.jpg,train
206,35.393090987001344,AgeDB/8168_PatrickSwayze_34_m.jpg,train
207,29.755006147657102,AgeDB/7713_VincentPrice_31_m.jpg,train
208,67.30769082232287,AgeDB/8011_GiulianoGemma_68_m.jpg,train
209,44.59734798947139,AgeDB/4657_JeffGoldblum_44_m.jpg,train
210,42.04345911480289,AgeDB/4358_RalphMacchio_43_m.jpg,train
211,62.95098159536215,AgeDB/8060_HorstBuchholz_64_m.jpg,train
212,34.86744401141532,AgeDB/15955_MartinLutherKing_35_m.jpg,train
213,32.888531266525156,AgeDB/8751_AlecGuinness_34_m.jpg,train
214,51.56522775986242,AgeDB/8648_JamesStewart_51_m.jpg,train
215,64.37604254571052,AgeDB/1961_JamesBest_64_m.jpg,train
216,46.615492437034625,AgeDB/13659_JuneAllyson_46_f.jpg,train
217,36.14867811323425,AgeDB/15717_MargaretNolan_37_f.jpg,train
218,35.43075833982603,AgeDB/10566_KathrynHays_36_f.jpg,train
219,51.0,AgeDB/16318_Davis_51_f.jpg,val
220,72.0,AgeDB/16044_MorganFreeman _72_m.jpg,test
221,64.16373213631519,AgeDB/10824_PeggyLipton_65_f.jpg,train
222,63.0,AgeDB/3861_SteveKanaly_63_m.jpg,val
223,58.0,AgeDB/9735_DorisDay_58_f.jpg,val
224,44.79052646470367,AgeDB/6307_FernandoRey_45_m.jpg,train
225,51.19549595384589,AgeDB/9731_DorisDay_51_f.jpg,train
226,52.0,AgeDB/11002_EllenBurstyn_52_f.jpg,test
227,32.44532711033848,AgeDB/14370_LorettaYoung_33_f.jpg,train
228,43.54131018789061,AgeDB/13219_RoyScheider_43_f.jpg,train
229,45.19676730052237,AgeDB/8539_CharlieChaplin_45_m.jpg,train
230,64.53511911425642,AgeDB/3879_SteveMartin_64_m.jpg,train
231,53.48451198060821,AgeDB/6464_JohnVernon_54_m.jpg,train
232,20.716157371541016,AgeDB/329_LarryEllison_20_m.jpg,train
233,26.10707119687909,AgeDB/10504_FayeDunaway_27_f.jpg,train
234,34.80587838093932,AgeDB/6842_ThomasTerry_34_m.jpg,train
235,22.0,AgeDB/10272_MarietteHartley_22_f.jpg,test
236,86.74903379263547,AgeDB/13137_JaneRussell_86_f.jpg,train
237,63.37981920519009,AgeDB/14137_SusannahYork_64_f.jpg,train
238,75.71869796107174,AgeDB/475_JWMarriott_76_m.jpg,train
239,65.4920865144453,AgeDB/4430_RobertPowell_67_m.jpg,train
240,24.380911772005977,AgeDB/16055_WillSmith _23_m.jpg,train
241,34.0,AgeDB/4932_StevenBerkoff_34_m.jpg,test
242,26.428019073039213,AgeDB/7746_AlbertoSordi_27_m.jpg,train
243,54.834910124701224,AgeDB/982_Einstain_55_m.jpg,train
244,60.56891719037743,AgeDB/3617_MikeConnors_60_m.jpg,train
245,58.0,AgeDB/5506_MichaelKeaton_58_m.jpg,val
246,89.92618535790984,AgeDB/16336_Dee_89_f.jpg,train
247,48.97274711501359,AgeDB/1478_CarlMarx_50_m.jpg,train
248,52.82106206171981,AgeDB/8482_WilliamHolden_53_m.jpg,train
249,31.83380533863215,AgeDB/5322_JackLemon_33_m.jpg,train
250,23.221292125099307,AgeDB/12088_EvaMarieSaint_23_f.jpg,train
251,34.89577211648531,AgeDB/5666_RayDanton_36_m.jpg,train
252,46.060517460557705,AgeDB/15317_EdwigeFenech_48_f.jpg,train
253,55.0,AgeDB/1339_Soljenitsyne_55_m.jpg,val
254,39.74657752206768,AgeDB/12636_HedyLamarr_41_f.jpg,train
255,30.0,AgeDB/14005_GloriaSwanson_30_f.jpg,test
256,20.531286829102854,AgeDB/14242_JanetGaynor_21_f.jpg,train
257,20.852986112420588,AgeDB/3637_OmarSharif_21_m.jpg,train
258,23.34252054499543,AgeDB/15924_VeronicaLake_23_f.jpg,train
259,18.0,AgeDB/13756_RitaHayworth_18_f.jpg,test
260,49.194647969497645,AgeDB/1709_EdHarris_50_m.jpg,train
261,51.551631350777875,AgeDB/7553_RobertMorley_52_m.jpg,train
262,76.0,AgeDB/11297_SophiaLoren_76_f.jpg,test
263,56.24121584966681,AgeDB/14968_AmandaBlake_55_f.jpg,train
264,54.08183699289242,AgeDB/4909_RomanPolanski_54_m.jpg,train
265,28.524757830425237,AgeDB/1984_JamesCaan_29_m.jpg,train
266,55.01477604004326,AgeDB/12834_MaryTylerMoore_56_f.jpg,train
267,61.482349379252334,AgeDB/6078_WilliamShatner_60_m.jpg,train
268,18.40696001216705,AgeDB/915_TheodoreRoosevelt_18_m.jpg,train
269,26.08463866935885,AgeDB/14529_AudreyHepburn_25_f.jpg,train
270,37.827907468528636,AgeDB/7091_Garycooper_39_m.jpg,train
271,44.0,AgeDB/8053_HorstBuchholz_44_m.jpg,val
272,34.0,AgeDB/15946_MartinLutherKing_34_m.jpg,val
273,64.0,AgeDB/10548_JoanCollins_64_f.jpg,test
274,33.31468796524999,AgeDB/11500_JulieAndrews_33_f.jpg,train
275,31.386234417931345,AgeDB/12853_MylКneDemongeot_30_f.jpg,train
276,51.311370831805206,AgeDB/10203_JulieAdams_50_f.jpg,train
277,39.9913456925807,AgeDB/4872_RogerMoore_40_m.jpg,train
278,55.0,AgeDB/781_AdolfHitlerr_55_m.jpg,val
279,56.5670518477921,AgeDB/2109_MelBrooks_57_m.jpg,train
280,52.23970943703864,AgeDB/1787_TomHanks_50_m.jpg,train
281,32.11997784833852,AgeDB/13847_AnneBancroft_33_f.jpg,train
282,41.27914183759662,AgeDB/13162_JaneWyman_42_f.jpg,train
283,24.7013755309597,AgeDB/835_HarrySTruman_25_m.jpg,train
284,11.0,AgeDB/12938_CatherineDeneuve_11_f.jpg,test
285,32.953888865323286,AgeDB/10535_JoanCollins_33_f.jpg,train
286,29.0,AgeDB/1514_YannisRitsos_29_m.jpg,val
287,31.68398988728263,AgeDB/6283_ErrolFlynn_31_m.jpg,train
288,77.1083377309313,AgeDB/14476_PeggyAshcroft_77_f.jpg,train
289,57.0,AgeDB/8332_RichardCrenna_57_m.jpg,test
290,68.80136120505875,AgeDB/5911_HowardKeel_68_m.jpg,train
291,59.85841144857529,AgeDB/7259_KrisKristofferson_60_m.jpg,train
292,45.0,AgeDB/3931_TommySands_45_m.jpg,test
293,70.86430595124531,AgeDB/10130_JaneFonda_71_f.jpg,train
294,83.0,AgeDB/7661_TonyCurtis_83_m.jpg,test
295,46.57597588490323,AgeDB/10292_MarietteHartley_47_f.jpg,train
296,45.0,AgeDB/8396_SpencerTracy_45_m.jpg,val
297,21.60751084354924,AgeDB/11243_ShirleyJones_21_f.jpg,train
