,age,path,split
0,30.90840198500431,AgeDB/11706_OliviaHussey_31_f.jpg,train
1,59.0,AgeDB/11684_MireilleDarc_59_f.jpg,val
2,38.536309066818184,AgeDB/7955_GilbertRoland_44_m.jpg,train
3,61.0,AgeDB/9352_GeorgesMarchal_61_m.jpg,val
4,28.0,AgeDB/3888_TomasMilian_28_m.jpg,val
5,8.0,AgeDB/16107_DannyGlover_8_m.jpg,test
6,30.43984619032088,AgeDB/13784_ThelmaRitter_34_f.jpg,train
7,74.71114493862201,AgeDB/9945_AliMacGraw_74_f.jpg,train
8,25.0,AgeDB/12634_HedyLamarr_25_f.jpg,val
9,61.00036475530703,AgeDB/15404_JanePowell_62_f.jpg,train
10,4.531293504213162,AgeDB/13911_BettyGrable_4_f.jpg,train
11,57.0,AgeDB/9901_RoseMarie_57_f.jpg,test
12,35.0,AgeDB/4087_DickVanDyke_35_m.jpg,test
13,65.28538305042498,AgeDB/3876_SteveMartin_61_m.jpg,train
14,40.0,AgeDB/1844_TomJones_40_m.jpg,val
15,25.718134849649392,AgeDB/13324_AvaGardner_24_f.jpg,train
16,29.837481575347397,AgeDB/10113_JaneFonda_31_f.jpg,train
17,51.890344279712544,AgeDB/9119_MarlonBrando_50_m.jpg,train
18,39.4803268492421,AgeDB/4062_ClintWalker_39_m.jpg,train
19,68.0,AgeDB/15141_CatherineSchell_68_f.jpg,test
20,52.0,AgeDB/12473_AnnaMassey_52_f.jpg,test
21,51.58924076883789,AgeDB/4760_MichelPiccoli_54_m.jpg,train
22,37.21472022796959,AgeDB/13206_MichellePfeiffer_42_f.jpg,train
23,36.912182244244,AgeDB/9578_MarcelloMastroianni_36_m.jpg,train
24,22.400688887482396,AgeDB/10244_LivUllmann_24_f.jpg,train
25,16.0,AgeDB/718_RonaldReagan_16_m.jpg,test
26,69.84174273043232,AgeDB/3471_LeslieCaron_70_m.jpg,train
27,39.17028649420095,AgeDB/4536_DustinHoffman_37_m.jpg,train
28,55.11293133401395,AgeDB/5080_AnthonyHopkins_56_m.jpg,train
29,48.701353457858424,AgeDB/4100_DickVanDyke_46_m.jpg,train
30,33.48005999800071,AgeDB/11707_OliviaHussey_33_f.jpg,train
31,42.40231255971578,AgeDB/5673_RayDanton_45_m.jpg,train
32,65.07896159713923,AgeDB/2445_ChevyChase_67_m.jpg,train
33,44.83174538906127,AgeDB/6612_LouCostello_45_m.jpg,train
34,49.070242464631974,AgeDB/10356_AnitaEkberg_47_f.jpg,train
35,29.778797655712584,AgeDB/1871_AlanYoung_28_m.jpg,train
36,56.25282263821238,AgeDB/15269_DyanCannon_53_f.jpg,train
37,68.20732825310662,AgeDB/9975_ElkeSommer_67_f.jpg,train
38,66.32285676618838,AgeDB/7776_AlbertoSordi_67_m.jpg,train
39,51.113292061438656,AgeDB/13156_JaneWyman_52_f.jpg,train
40,51.13380838987752,AgeDB/2308_SamNeill_49_m.jpg,train
41,59.81939625996269,AgeDB/1271_IlyaPrigogine_57_m.jpg,train
42,68.0,AgeDB/697_GeorgeHWBush_68_m.jpg,val
43,59.0,AgeDB/15061_BettyGarrett_59_f.jpg,test
44,32.113294369533925,AgeDB/3722_RogerAllam_34_m.jpg,train
45,59.0,AgeDB/3587_MichaelYork_59_m.jpg,val
46,52.7624021390647,AgeDB/16125_SamuelJacksonn_52_m.jpg,train
47,26.59741082696982,AgeDB/9672_MegRyan_25_f.jpg,train
48,26.98815797405252,AgeDB/2871_SamElliott_26_m.jpg,train
49,38.490790846325325,AgeDB/12657_IsabelleHuppert_37_f.jpg,train
50,48.18803917824534,AgeDB/13196_MichellePfeiffer_49_f.jpg,train
51,44.0,AgeDB/15872_StВphaneAudran_44_f.jpg,test
52,38.65200672784383,AgeDB/789_akistsoxatzopoulos_35_m.jpg,train
53,45.341188801769654,AgeDB/5131_ArmandAssante_47_m.jpg,train
54,65.12132314594872,AgeDB/3825_StacyKeach_62_m.jpg,train
55,76.42785406504177,AgeDB/4005_BurtReynolds_78_m.jpg,train
56,69.80952825114747,AgeDB/7049_DavidNiven_69_m.jpg,train
57,43.77011656482797,AgeDB/11038_EmmaThompson_44_f.jpg,train
58,66.47192793028566,AgeDB/10363_AnitaEkberg_67_f.jpg,train
59,62.80801384736934,AgeDB/8777_AlecGuinness_63_m.jpg,train
60,31.61977671066933,AgeDB/6580_LexBarker_33_m.jpg,train
61,38.0,AgeDB/6452_JohnVernon_38_m.jpg,val
